State,Year,Injury_Intent,Total_Deaths,Population,"Age-adjusted Rate (per 100,000)"
Indiana,2015,All Firearm Deaths,846,6619680,12.703470230102539
Indiana,2015,Firearm Suicide,517,6619680,7.5956
Indiana,2015,Firearm Homicide (including Legal Intervention),306,6619680,4.78229
Indiana,2016,All Firearm Deaths,997,6633053,14.95125961303711
Indiana,2016,Firearm Suicide,591,6633053,8.53585
Indiana,2016,Firearm Homicide (including Legal Intervention),379,6633053,6.00704
Indiana,2017,All Firearm Deaths,1016,6666818,15.252610206604004
Indiana,2017,Firearm Suicide,604,6666818,8.76866
Indiana,2017,Firearm Homicide (including Legal Intervention),384,6666818,6.06435
Indiana,2018,All Firearm Deaths,977,6691878,14.687700271606445
Indiana,2018,Firearm Suicide,588,6691878,8.51563
Indiana,2018,Firearm Homicide (including Legal Intervention),373,6691878,5.93676
Indiana,2019,All Firearm Deaths,958,6732219,14.088120460510254
Indiana,2019,Firearm Suicide,570,6732219,8.07707
Indiana,2019,Firearm Homicide (including Legal Intervention),361,6732219,5.61932
Indiana,2020,All Firearm Deaths,1159,6754953,17.280410766601562
Indiana,2020,Firearm Suicide,609,6754953,8.65478
Indiana,2020,Firearm Homicide (including Legal Intervention),514,6754953,8.05845
Iowa,2011,All Firearm Deaths,220,3062309,7.136459827423096
Iowa,2011,Firearm Suicide,185,3062309,5.94096
Iowa,2011,Firearm Homicide (including Legal Intervention),32,3062309,1.07827
Iowa,2012,All Firearm Deaths,217,3074186,7.031799793243408
Iowa,2012,Firearm Suicide,175,3074186,5.69043
Iowa,2012,Firearm Homicide (including Legal Intervention),34,3074186,1.11514
Iowa,2013,All Firearm Deaths,253,3090416,8.048410415649414
Iowa,2013,Firearm Suicide,221,3090416,6.88074
Iowa,2013,Firearm Homicide (including Legal Intervention),26,3090416,0.9559
Iowa,2014,All Firearm Deaths,241,3107126,7.458539962768555
Iowa,2014,Firearm Suicide,194,3107126,5.96173
Iowa,2014,Firearm Homicide (including Legal Intervention),42,3107126,1.33421
Iowa,2015,All Firearm Deaths,247,3123899,7.754650115966797
Iowa,2015,Firearm Suicide,193,3123899,5.84868
Iowa,2015,Firearm Homicide (including Legal Intervention),50,3123899,1.75755
Iowa,2016,All Firearm Deaths,288,3134693,9.208600044250488
Iowa,2016,Firearm Suicide,228,3134693,7.21898
Iowa,2016,Firearm Homicide (including Legal Intervention),50,3134693,1.6718
Iowa,2017,All Firearm Deaths,293,3145711,9.00529956817627
Iowa,2017,Firearm Suicide,222,3145711,6.60376
Iowa,2017,Firearm Homicide (including Legal Intervention),66,3145711,2.18354
Iowa,2018,All Firearm Deaths,282,3156145,8.658349990844727
Iowa,2018,Firearm Suicide,231,3156145,6.94812
Iowa,2018,Firearm Homicide (including Legal Intervention),38,3156145,1.29055
Iowa,2019,All Firearm Deaths,294,3155070,9.102760314941406
Iowa,2019,Firearm Suicide,233,3155070,6.96119
Iowa,2019,Firearm Homicide (including Legal Intervention),53,3155070,1.87773
Iowa,2020,All Firearm Deaths,351,3163561,11.160479545593262
Iowa,2020,Firearm Suicide,260,3163561,8.03197
Iowa,2020,Firearm Homicide (including Legal Intervention),84,3163561,2.88513
Kansas,2011,All Firearm Deaths,329,2871238,11.367130279541016
Kansas,2011,Firearm Suicide,233,2871238,7.99553
Kansas,2011,Firearm Homicide (including Legal Intervention),87,2871238,3.10949
Kansas,2012,All Firearm Deaths,377,2885905,13.098589897155762
Kansas,2012,Firearm Suicide,297,2885905,10.23862
Kansas,2012,Firearm Homicide (including Legal Intervention),72,2885905,2.6083
Kansas,2013,All Firearm Deaths,331,2893957,11.370849609375
Kansas,2013,Firearm Suicide,241,2893957,8.19111
Kansas,2013,Firearm Homicide (including Legal Intervention),82,2893957,2.91709
Kansas,2014,All Firearm Deaths,329,2904021,11.331910133361816
Kansas,2014,Firearm Suicide,238,2904021,8.15531
Kansas,2014,Firearm Homicide (including Legal Intervention),83,2904021,2.8863
Kansas,2015,All Firearm Deaths,330,2911641,11.371580123901367
Kansas,2015,Firearm Suicide,224,2911641,7.57268
Kansas,2015,Firearm Homicide (including Legal Intervention),100,2911641,3.56848
Kansas,2016,All Firearm Deaths,383,2907289,13.366900444030762
Kansas,2016,Firearm Suicide,257,2907289,8.79271
Kansas,2016,Firearm Homicide (including Legal Intervention),115,2907289,4.2692
Kansas,2017,All Firearm Deaths,466,2913123,16.0333309173584
Kansas,2017,Firearm Suicide,316,2913123,10.68198
Kansas,2017,Firearm Homicide (including Legal Intervention),140,2913123,4.98307
Kansas,2018,All Firearm Deaths,424,2911505,14.797419548034668
Kansas,2018,Firearm Suicide,292,2911505,9.87495
Kansas,2018,Firearm Homicide (including Legal Intervention),124,2911505,4.61478
Kansas,2019,All Firearm Deaths,403,2913314,13.741390228271484
Kansas,2019,Firearm Suicide,291,2913314,9.82877
Kansas,2019,Firearm Homicide (including Legal Intervention),105,2913314,3.71014
Kansas,2020,All Firearm Deaths,494,2913805,16.862939834594727
Kansas,2020,Firearm Suicide,314,2913805,10.39894
Kansas,2020,Firearm Homicide (including Legal Intervention),163,2913805,5.91218
Kentucky,2011,All Firearm Deaths,617,4369356,13.808279991149902
Kentucky,2011,Firearm Suicide,453,4369356,10.07734
Kentucky,2011,Firearm Homicide (including Legal Intervention),142,4369356,3.24621
Kentucky,2012,All Firearm Deaths,655,4380415,14.77029037475586
Kentucky,2012,Firearm Suicide,469,4380415,10.33406
Kentucky,2012,Firearm Homicide (including Legal Intervention),168,4380415,4.02446
Kentucky,2013,All Firearm Deaths,622,4395295,13.65050983428955
Kentucky,2013,Firearm Suicide,453,4395295,9.73247
Kentucky,2013,Firearm Homicide (including Legal Intervention),142,4395295,3.30838
Kentucky,2014,All Firearm Deaths,634,4413457,13.945770263671875
Kentucky,2014,Firearm Suicide,470,4413457,10.09401
Kentucky,2014,Firearm Homicide (including Legal Intervention),143,4413457,3.36408
Kentucky,2015,All Firearm Deaths,694,4425092,15.225890159606934
Kentucky,2015,Firearm Suicide,499,4425092,10.72995
Kentucky,2015,Firearm Homicide (including Legal Intervention),184,4425092,4.23075
Kentucky,2016,All Firearm Deaths,772,4436974,17.508569717407227
Kentucky,2016,Firearm Suicide,495,4436974,10.82267
Kentucky,2016,Firearm Homicide (including Legal Intervention),249,4436974,6.01236
Kentucky,2017,All Firearm Deaths,730,4454189,16.150840759277344
Kentucky,2017,Firearm Suicide,470,4454189,10.03829
Kentucky,2017,Firearm Homicide (including Legal Intervention),240,4454189,5.68521
Kentucky,2018,All Firearm Deaths,762,4468402,16.90138053894043
Kentucky,2018,Firearm Suicide,509,4468402,10.86585
Kentucky,2018,Firearm Homicide (including Legal Intervention),215,4468402,5.18984
Kentucky,2019,All Firearm Deaths,682,4467673,14.883749961853027
Kentucky,2019,Firearm Suicide,445,4467673,9.27932
Kentucky,2019,Firearm Homicide (including Legal Intervention),208,4467673,4.96792
Kentucky,2020,All Firearm Deaths,902,4477251,20.117929458618164
Kentucky,2020,Firearm Suicide,518,4477251,11.03225
Kentucky,2020,Firearm Homicide (including Legal Intervention),354,4477251,8.41293
Louisiana,2011,All Firearm Deaths,865,4574836,18.926170349121094
Louisiana,2011,Firearm Suicide,377,4574836,8.20144
Louisiana,2011,Firearm Homicide (including Legal Intervention),433,4574836,9.55102
Louisiana,2012,All Firearm Deaths,845,4601893,18.529850006103516
Louisiana,2012,Firearm Suicide,375,4601893,8.17275
Louisiana,2012,Firearm Homicide (including Legal Intervention),431,4601893,9.47134
Louisiana,2013,All Firearm Deaths,886,4625470,19.262609481811523
Louisiana,2013,Firearm Suicide,408,4625470,8.66673
Louisiana,2013,Firearm Homicide (including Legal Intervention),452,4625470,9.98464
Louisiana,2014,All Firearm Deaths,896,4649676,19.03404998779297
Louisiana,2014,Firearm Suicide,444,4649676,9.23303
Louisiana,2014,Firearm Homicide (including Legal Intervention),426,4649676,9.27796
Louisiana,2015,All Firearm Deaths,952,4670724,20.42814064025879
Louisiana,2015,Firearm Suicide,468,4670724,9.78355
Louisiana,2015,Firearm Homicide (including Legal Intervention),460,4670724,10.11814
Louisiana,2016,All Firearm Deaths,987,4681666,21.296449661254883
Louisiana,2016,Firearm Suicide,440,4681666,9.14513
Louisiana,2016,Firearm Homicide (including Legal Intervention),528,4681666,11.73293
Louisiana,2017,All Firearm Deaths,1008,4684333,21.725849151611328
Louisiana,2017,Firearm Suicide,444,4684333,9.19961
Louisiana,2017,Firearm Homicide (including Legal Intervention),545,4684333,12.10265
Louisiana,2018,All Firearm Deaths,991,4659978,21.4064998626709
Louisiana,2018,Firearm Suicide,467,4659978,9.66831
Louisiana,2018,Firearm Homicide (including Legal Intervention),501,4659978,11.25515
Louisiana,2019,All Firearm Deaths,1013,4648794,22.146299362182617
Louisiana,2019,Firearm Suicide,446,4648794,9.22729
Louisiana,2019,Firearm Homicide (including Legal Intervention),549,4648794,12.51891
Louisiana,2020,All Firearm Deaths,1183,4645318,26.26304054260254
Louisiana,2020,Firearm Suicide,406,4645318,8.51989
Louisiana,2020,Firearm Homicide (including Legal Intervention),753,4645318,17.25553
Maine,2011,All Firearm Deaths,136,1328188,9.534049987792969
Maine,2011,Firearm Suicide,113,1328188,7.66137
Maine,2011,Firearm Homicide (including Legal Intervention),21,1328188,1.71064
Maine,2012,All Firearm Deaths,130,1329192,8.968729972839355
Maine,2012,Firearm Suicide,112,1329192,7.54675
Maine,2012,Firearm Homicide (including Legal Intervention),17,1329192,
Maine,2013,All Firearm Deaths,158,1328302,10.918959617614746
Maine,2013,Firearm Suicide,137,1328302,9.52118
Maine,2013,Firearm Homicide (including Legal Intervention),17,1328302,
Maine,2014,All Firearm Deaths,133,1330089,9.4268798828125
Maine,2014,Firearm Suicide,116,1330089,8.00194
Maine,2014,Firearm Homicide (including Legal Intervention),16,1330089,
Maine,2015,All Firearm Deaths,144,1329328,9.822039604187012
Maine,2015,Firearm Suicide,128,1329328,8.57518
Maine,2015,Firearm Homicide (including Legal Intervention),16,1329328,
Maine,2016,All Firearm Deaths,123,1331479,8.3193998336792
Maine,2016,Firearm Suicide,112,1331479,7.49943
Maine,2016,Firearm Homicide (including Legal Intervention),,1331479,
Maine,2017,All Firearm Deaths,172,1335907,11.682999610900879
Maine,2017,Firearm Suicide,151,1335907,10.08086
Maine,2017,Firearm Homicide (including Legal Intervention),17,1335907,
Maine,2018,All Firearm Deaths,159,1338404,10.32742977142334
Maine,2018,Firearm Suicide,147,1338404,9.46763
Maine,2018,Firearm Homicide (including Legal Intervention),11,1338404,
Maine,2019,All Firearm Deaths,163,1344212,11.464929580688477
Maine,2019,Firearm Suicide,144,1344212,9.84558
Maine,2019,Firearm Homicide (including Legal Intervention),16,1344212,
Maine,2020,All Firearm Deaths,153,1350141,10.391200065612793
Maine,2020,Firearm Suicide,132,1350141,8.8396
Maine,2020,Firearm Homicide (including Legal Intervention),18,1350141,
Maryland,2011,All Firearm Deaths,542,5828289,9.26791000366211
Maryland,2011,Firearm Suicide,242,5828289,4.01293
Maryland,2011,Firearm Homicide (including Legal Intervention),296,5828289,5.17071
Maryland,2012,All Firearm Deaths,589,5884563,9.865730285644531
Maryland,2012,Firearm Suicide,272,5884563,4.3336
Maryland,2012,Firearm Homicide (including Legal Intervention),312,5884563,5.46038
Maryland,2013,All Firearm Deaths,578,5928814,9.679439544677734
Maryland,2013,Firearm Suicide,257,5928814,4.13116
Maryland,2013,Firearm Homicide (including Legal Intervention),313,5928814,5.43357
Maryland,2014,All Firearm Deaths,546,5976407,9.012120246887207
Maryland,2014,Firearm Suicide,277,5976407,4.35867
Maryland,2014,Firearm Homicide (including Legal Intervention),266,5976407,4.59922
Maryland,2015,All Firearm Deaths,708,6006401,11.91742992401123
Maryland,2015,Firearm Suicide,244,6006401,3.83346
Maryland,2015,Firearm Homicide (including Legal Intervention),457,6006401,7.96751
Maryland,2016,All Firearm Deaths,707,6016447,11.900540351867676
Maryland,2016,Firearm Suicide,251,6016447,3.92283
Maryland,2016,Firearm Homicide (including Legal Intervention),453,6016447,7.9552
Maryland,2017,All Firearm Deaths,742,6052177,12.30027961730957
Maryland,2017,Firearm Suicide,271,6052177,4.12581
Maryland,2017,Firearm Homicide (including Legal Intervention),463,6052177,8.03708
Maryland,2018,All Firearm Deaths,707,6042718,11.714790344238281
Maryland,2018,Firearm Suicide,266,6042718,4.12636
Maryland,2018,Firearm Homicide (including Legal Intervention),436,6042718,7.51278
Maryland,2019,All Firearm Deaths,757,6045680,12.611780166625977
Maryland,2019,Firearm Suicide,268,6045680,4.07228
Maryland,2019,Firearm Homicide (including Legal Intervention),485,6045680,8.44869
Maryland,2020,All Firearm Deaths,803,6055802,13.517279624938965
Maryland,2020,Firearm Suicide,267,6055802,4.09223
Maryland,2020,Firearm Homicide (including Legal Intervention),532,6055802,9.37299
Massachusetts,2011,All Firearm Deaths,254,6587536,3.757539987564087
Massachusetts,2011,Firearm Suicide,116,6587536,1.65871
Massachusetts,2011,Firearm Homicide (including Legal Intervention),135,6587536,2.07481
Massachusetts,2012,All Firearm Deaths,233,6646144,3.395390033721924
Massachusetts,2012,Firearm Suicide,151,6646144,2.14471
Massachusetts,2012,Firearm Homicide (including Legal Intervention),80,6646144,1.22935
Massachusetts,2013,All Firearm Deaths,213,6692824,3.104480028152466
Massachusetts,2013,Firearm Suicide,112,6692824,1.57235
Massachusetts,2013,Firearm Homicide (including Legal Intervention),97,6692824,1.49427
Massachusetts,2014,All Firearm Deaths,226,6745408,3.1766700744628906
Massachusetts,2014,Firearm Suicide,130,6745408,1.72701
Massachusetts,2014,Firearm Homicide (including Legal Intervention),93,6745408,1.38169
Massachusetts,2015,All Firearm Deaths,213,6794422,3.0168700218200684
Massachusetts,2015,Firearm Suicide,118,6794422,1.582
Massachusetts,2015,Firearm Homicide (including Legal Intervention),94,6794422,1.39814
Massachusetts,2016,All Firearm Deaths,242,6811779,3.4296000003814697
Massachusetts,2016,Firearm Suicide,140,6811779,1.91044
Massachusetts,2016,Firearm Homicide (including Legal Intervention),100,6811779,1.51467
Massachusetts,2017,All Firearm Deaths,262,6859819,3.714639902114868
Massachusetts,2017,Firearm Suicide,152,6859819,2.0329
Massachusetts,2017,Firearm Homicide (including Legal Intervention),107,6859819,1.63288
Massachusetts,2018,All Firearm Deaths,258,6902149,3.473400115966797
Massachusetts,2018,Firearm Suicide,148,6902149,1.85999
Massachusetts,2018,Firearm Homicide (including Legal Intervention),106,6902149,1.54794
Massachusetts,2019,All Firearm Deaths,247,6892503,3.399049997329712
Massachusetts,2019,Firearm Suicide,142,6892503,1.8651
Massachusetts,2019,Firearm Homicide (including Legal Intervention),100,6892503,1.47706
Massachusetts,2020,All Firearm Deaths,268,6893574,3.7402501106262207
Massachusetts,2020,Firearm Suicide,134,6893574,1.75396
Massachusetts,2020,Firearm Homicide (including Legal Intervention),131,6893574,1.9423
Michigan,2011,All Firearm Deaths,1156,9876187,11.803370475769043
Michigan,2011,Firearm Suicide,619,9876187,6.04761
Michigan,2011,Firearm Homicide (including Legal Intervention),521,9876187,5.58645
Michigan,2012,All Firearm Deaths,1222,9883360,12.298430442810059
Michigan,2012,Firearm Suicide,623,9883360,5.97842
Michigan,2012,Firearm Homicide (including Legal Intervention),587,9883360,6.21873
Michigan,2013,All Firearm Deaths,1190,9895622,12.035070419311523
Michigan,2013,Firearm Suicide,674,9895622,6.45517
Michigan,2013,Firearm Homicide (including Legal Intervention),500,9895622,5.35851
Michigan,2014,All Firearm Deaths,1095,9909877,11.10062026977539
Michigan,2014,Firearm Suicide,671,9909877,6.49397
Michigan,2014,Firearm Homicide (including Legal Intervention),417,9909877,4.52554
Michigan,2015,All Firearm Deaths,1164,9922576,11.716699600219727
Michigan,2015,Firearm Suicide,692,9922576,6.54183
Michigan,2015,Firearm Homicide (including Legal Intervention),446,9922576,4.90506
Michigan,2016,All Firearm Deaths,1230,9928300,12.349590301513672
Michigan,2016,Firearm Suicide,717,9928300,6.81167
Michigan,2016,Firearm Homicide (including Legal Intervention),487,9928300,5.28992
Michigan,2017,All Firearm Deaths,1138,9962311,11.288789749145508
Michigan,2017,Firearm Suicide,682,9962311,6.36886
Michigan,2017,Firearm Homicide (including Legal Intervention),443,9962311,4.78323
Michigan,2018,All Firearm Deaths,1310,9995915,12.887619972229004
Michigan,2018,Firearm Suicide,806,9995915,7.53324
Michigan,2018,Firearm Homicide (including Legal Intervention),488,9995915,5.2066
Michigan,2019,All Firearm Deaths,1220,9986857,12.11832046508789
Michigan,2019,Firearm Suicide,742,9986857,6.97594
Michigan,2019,Firearm Homicide (including Legal Intervention),465,9986857,5.04062
Michigan,2020,All Firearm Deaths,1454,9966555,14.603050231933594
Michigan,2020,Firearm Suicide,761,9966555,7.09631
Michigan,2020,Firearm Homicide (including Legal Intervention),676,9966555,7.34406
Minnesota,2011,All Firearm Deaths,396,5344861,7.242380142211914
Minnesota,2011,Firearm Suicide,322,5344861,5.86547
Minnesota,2011,Firearm Homicide (including Legal Intervention),66,5344861,1.24979
Minnesota,2012,All Firearm Deaths,382,5379139,6.943809986114502
Minnesota,2012,Firearm Suicide,310,5379139,5.62827
Minnesota,2012,Firearm Homicide (including Legal Intervention),66,5379139,1.21315
Minnesota,2013,All Firearm Deaths,427,5420380,7.64739990234375
Minnesota,2013,Firearm Suicide,339,5420380,6.03792
Minnesota,2013,Firearm Homicide (including Legal Intervention),80,5420380,1.48057
Minnesota,2014,All Firearm Deaths,377,5457173,6.634799957275391
Minnesota,2014,Firearm Suicide,308,5457173,5.33885
Minnesota,2014,Firearm Homicide (including Legal Intervention),61,5457173,1.15357
Minnesota,2015,All Firearm Deaths,410,5489594,7.426060199737549
Minnesota,2015,Firearm Suicide,304,5489594,5.41582
Minnesota,2015,Firearm Homicide (including Legal Intervention),99,5489594,1.87701
Minnesota,2016,All Firearm Deaths,432,5519952,7.622769832611084
Minnesota,2016,Firearm Suicide,332,5519952,5.73486
Minnesota,2016,Firearm Homicide (including Legal Intervention),93,5519952,1.73781
Minnesota,2017,All Firearm Deaths,465,5576606,8.170780181884766
Minnesota,2017,Firearm Suicide,365,5576606,6.28341
Minnesota,2017,Firearm Homicide (including Legal Intervention),87,5576606,1.64126
Minnesota,2018,All Firearm Deaths,437,5611179,7.817110061645508
Minnesota,2018,Firearm Suicide,356,5611179,6.2584
Minnesota,2018,Firearm Homicide (including Legal Intervention),77,5611179,1.5026
Minnesota,2019,All Firearm Deaths,465,5639632,8.116490364074707
Minnesota,2019,Firearm Suicide,350,5639632,5.96157
Minnesota,2019,Firearm Homicide (including Legal Intervention),113,5639632,2.13079
Minnesota,2020,All Firearm Deaths,513,5657342,8.901240348815918
Minnesota,2020,Firearm Suicide,354,5657342,5.96288
Minnesota,2020,Firearm Homicide (including Legal Intervention),146,5657342,2.66104
Mississippi,2011,All Firearm Deaths,530,2978512,17.990009307861328
Mississippi,2011,Firearm Suicide,268,2978512,8.83022
Mississippi,2011,Firearm Homicide (including Legal Intervention),224,2978512,7.87747
Mississippi,2012,All Firearm Deaths,535,2984926,18.330720901489258
Mississippi,2012,Firearm Suicide,296,2984926,9.99593
Mississippi,2012,Firearm Homicide (including Legal Intervention),221,2984926,7.73982
Mississippi,2013,All Firearm Deaths,525,2991207,17.768190383911133
Mississippi,2013,Firearm Suicide,279,2991207,9.27814
Mississippi,2013,Firearm Homicide (including Legal Intervention),217,2991207,7.53685
Mississippi,2014,All Firearm Deaths,547,2994079,18.318220138549805
Mississippi,2014,Firearm Suicide,251,2994079,8.1538
Mississippi,2014,Firearm Homicide (including Legal Intervention),266,2994079,9.21457
Mississippi,2015,All Firearm Deaths,589,2992333,19.611339569091797
Mississippi,2015,Firearm Suicide,292,2992333,9.35169
Mississippi,2015,Firearm Homicide (including Legal Intervention),268,2992333,9.31745
Mississippi,2016,All Firearm Deaths,587,2988726,19.91554069519043
Mississippi,2016,Firearm Suicide,268,2988726,8.68578
Mississippi,2016,Firearm Homicide (including Legal Intervention),288,2988726,10.15206
Mississippi,2017,All Firearm Deaths,632,2984100,21.50925064086914
Mississippi,2017,Firearm Suicide,295,2984100,9.54998
Mississippi,2017,Firearm Homicide (including Legal Intervention),301,2984100,10.66013
Mississippi,2018,All Firearm Deaths,681,2986530,22.937419891357422
Mississippi,2018,Firearm Suicide,313,2986530,9.90963
Mississippi,2018,Firearm Homicide (including Legal Intervention),327,2986530,11.66181
Mississippi,2019,All Firearm Deaths,710,2976149,24.232200622558594
Mississippi,2019,Firearm Suicide,308,2976149,9.92366
Mississippi,2019,Firearm Homicide (including Legal Intervention),371,2976149,13.25295
Mississippi,2020,All Firearm Deaths,818,2966786,28.62579917907715
Mississippi,2020,Firearm Suicide,278,2966786,9.34794
Mississippi,2020,Firearm Homicide (including Legal Intervention),503,2966786,18.04412
Missouri,2011,All Firearm Deaths,854,6010688,14.016260147094727
Missouri,2011,Firearm Suicide,513,6010688,8.19436
Missouri,2011,Firearm Homicide (including Legal Intervention),308,6010688,5.28967
Missouri,2012,All Firearm Deaths,882,6021988,14.57761001586914
Missouri,2012,Firearm Suicide,546,6021988,8.73353
Missouri,2012,Firearm Homicide (including Legal Intervention),314,6021988,5.4522
Missouri,2013,All Firearm Deaths,880,6044171,14.36124038696289
Missouri,2013,Firearm Suicide,556,6044171,8.80033
Missouri,2013,Firearm Homicide (including Legal Intervention),298,6044171,5.18926
Missouri,2014,All Firearm Deaths,943,6063589,15.265589714050293
Missouri,2014,Firearm Suicide,588,6063589,9.15132
Missouri,2014,Firearm Homicide (including Legal Intervention),337,6063589,5.82299
Missouri,2015,All Firearm Deaths,1094,6083672,18.112030029296875
Missouri,2015,Firearm Suicide,605,6083672,9.55604
Missouri,2015,Firearm Homicide (including Legal Intervention),466,6083672,8.15555
Missouri,2016,All Firearm Deaths,1144,6093000,18.983049392700195
Missouri,2016,Firearm Suicide,650,6093000,10.35976
Missouri,2016,Firearm Homicide (including Legal Intervention),473,6093000,8.31581
Missouri,2017,All Firearm Deaths,1307,6113532,21.458789825439453
Missouri,2017,Firearm Suicide,701,6113532,10.92487
Missouri,2017,Firearm Homicide (including Legal Intervention),570,6113532,9.88339
Missouri,2018,All Firearm Deaths,1311,6126452,21.466550827026367
Missouri,2018,Firearm Suicide,726,6126452,11.16342
Missouri,2018,Firearm Homicide (including Legal Intervention),566,6126452,9.96749
Missouri,2019,All Firearm Deaths,1252,6137428,20.60045051574707
Missouri,2019,Firearm Suicide,681,6137428,10.69979
Missouri,2019,Firearm Homicide (including Legal Intervention),543,6137428,9.4317
Missouri,2020,All Firearm Deaths,1426,6151548,23.888639450073242
Missouri,2020,Firearm Suicide,704,6151548,11.20745
Missouri,2020,Firearm Homicide (including Legal Intervention),692,6151548,12.14838
Montana,2011,All Firearm Deaths,167,998199,16.41436004638672
Montana,2011,Firearm Suicide,152,998199,14.7575
Montana,2011,Firearm Homicide (including Legal Intervention),11,998199,
Montana,2012,All Firearm Deaths,171,1005141,16.635799407958984
Montana,2012,Firearm Suicide,153,1005141,14.78174
Montana,2012,Firearm Homicide (including Legal Intervention),13,1005141,
Montana,2013,All Firearm Deaths,172,1015165,16.689220428466797
Montana,2013,Firearm Suicide,147,1015165,13.97779
Montana,2013,Firearm Homicide (including Legal Intervention),21,1015165,2.27003
Montana,2014,All Firearm Deaths,172,1023579,16.076719284057617
Montana,2014,Firearm Suicide,149,1023579,13.70466
Montana,2014,Firearm Homicide (including Legal Intervention),19,1023579,
Montana,2015,All Firearm Deaths,205,1032949,19.221599578857422
Montana,2015,Firearm Suicide,174,1032949,15.93459
Montana,2015,Firearm Homicide (including Legal Intervention),24,1032949,2.62352
Montana,2016,All Firearm Deaths,194,1042520,18.868989944458008
Montana,2016,Firearm Suicide,162,1042520,15.57011
Montana,2016,Firearm Homicide (including Legal Intervention),22,1042520,2.3606
Montana,2017,All Firearm Deaths,244,1050493,22.51197052001953
Montana,2017,Firearm Suicide,213,1050493,19.35355
Montana,2017,Firearm Homicide (including Legal Intervention),27,1050493,2.80851
Montana,2018,All Firearm Deaths,186,1062305,17.265260696411133
Montana,2018,Firearm Suicide,160,1062305,14.64075
Montana,2018,Firearm Homicide (including Legal Intervention),24,1062305,2.4389
Montana,2019,All Firearm Deaths,209,1068778,19.03281021118164
Montana,2019,Firearm Suicide,172,1068778,15.31056
Montana,2019,Firearm Homicide (including Legal Intervention),30,1068778,2.98638
Montana,2020,All Firearm Deaths,238,1080577,20.894939422607422
Montana,2020,Firearm Suicide,189,1080577,15.82344
Montana,2020,Firearm Homicide (including Legal Intervention),42,1080577,4.41667
Nebraska,2011,All Firearm Deaths,161,1842641,8.846770286560059
Nebraska,2011,Firearm Suicide,111,1842641,6.01178
Nebraska,2011,Firearm Homicide (including Legal Intervention),41,1842641,2.36226
Nebraska,2012,All Firearm Deaths,167,1855525,9.062999725341797
Nebraska,2012,Firearm Suicide,115,1855525,6.17254
Nebraska,2012,Firearm Homicide (including Legal Intervention),46,1855525,2.58362
Nebraska,2013,All Firearm Deaths,168,1868516,9.024620056152344
Nebraska,2013,Firearm Suicide,111,1868516,5.87539
Nebraska,2013,Firearm Homicide (including Legal Intervention),52,1868516,2.86391
Nebraska,2014,All Firearm Deaths,179,1881503,9.480070114135742
Nebraska,2014,Firearm Suicide,133,1881503,7.01335
Nebraska,2014,Firearm Homicide (including Legal Intervention),40,1881503,2.13274
Nebraska,2015,All Firearm Deaths,169,1896190,8.89136028289795
Nebraska,2015,Firearm Suicide,114,1896190,5.95329
Nebraska,2015,Firearm Homicide (including Legal Intervention),51,1896190,2.74718
Nebraska,2016,All Firearm Deaths,171,1907116,9.146929740905762
Nebraska,2016,Firearm Suicide,116,1907116,6.0941
Nebraska,2016,Firearm Homicide (including Legal Intervention),52,1907116,2.87572
Nebraska,2017,All Firearm Deaths,160,1920076,8.25529956817627
Nebraska,2017,Firearm Suicide,126,1920076,6.40461
Nebraska,2017,Firearm Homicide (including Legal Intervention),29,1920076,1.58279
Nebraska,2018,All Firearm Deaths,183,1929268,9.042320251464844
Nebraska,2018,Firearm Suicide,145,1929268,6.91209
Nebraska,2018,Firearm Homicide (including Legal Intervention),26,1929268,1.4282
Nebraska,2019,All Firearm Deaths,205,1934408,10.366080284118652
Nebraska,2019,Firearm Suicide,154,1934408,7.70165
Nebraska,2019,Firearm Homicide (including Legal Intervention),44,1934408,2.29579
Nebraska,2020,All Firearm Deaths,197,1937552,10.13185977935791
Nebraska,2020,Firearm Suicide,139,1937552,6.98958
Nebraska,2020,Firearm Homicide (including Legal Intervention),50,1937552,2.70285
Nevada,2011,All Firearm Deaths,376,2723322,13.665129661560059
Nevada,2011,Firearm Suicide,272,2723322,9.74146
Nevada,2011,Firearm Homicide (including Legal Intervention),96,2723322,3.64518
Nevada,2012,All Firearm Deaths,360,2758931,12.799960136413574
Nevada,2012,Firearm Suicide,274,2758931,9.60852
Nevada,2012,Firearm Homicide (including Legal Intervention),83,2758931,3.096
Nevada,2013,All Firearm Deaths,395,2790136,13.784440040588379
Nevada,2013,Firearm Suicide,292,2790136,10.05684
Nevada,2013,Firearm Homicide (including Legal Intervention),92,2790136,3.3358
Nevada,2014,All Firearm Deaths,429,2839099,14.80601978302002
Nevada,2014,Firearm Suicide,309,2839099,10.47166
Nevada,2014,Firearm Homicide (including Legal Intervention),114,2839099,4.09929
Nevada,2015,All Firearm Deaths,446,2890845,14.881560325622559
Nevada,2015,Firearm Suicide,293,2890845,9.51022
Nevada,2015,Firearm Homicide (including Legal Intervention),140,2890845,4.89656
Nevada,2016,All Firearm Deaths,498,2940058,16.796789169311523
Nevada,2016,Firearm Suicide,334,2940058,10.90283
Nevada,2016,Firearm Homicide (including Legal Intervention),158,2940058,5.66614
Nevada,2017,All Firearm Deaths,508,2998039,16.734880447387695
Nevada,2017,Firearm Suicide,329,2998039,10.49001
